;Francis reversible pump-turbine characteristic FR300T-Torrao a0=1_added
;a0=1 mm added (somehow created according to a0=4 mm and a0=2 mm), a0 closed added
;T11 at a0 closed taken from created a0=1
;Model Francis
;a0max = 38 mm
;y    N11    Q11    T11
<list>
a0	N11	Q11	T11
0.684210526	-81.69119368	-0.767438115	954.5342167
0.684210526	-81.0312766115	-0.707639108	922.371831358
0.684210526	-80.8475649709	-0.695832913	910.691321206
0.684210526	-80.62673341	-0.665923976	891.3635512
0.684210526	-80.34022187	-0.657007867	887.6354674
0.684210526	-80.1073245877	-0.634037764	874.275613086
0.684210526	-79.8089463	-0.618303993	858.1210639
0.684210526	-84.61651825	-0.674182403	952.8028975
0.684210526	-84.37272249	-0.640637137	937.50412
0.684210526	-83.80128523	-0.588581483	905.1046185
0.684210526	-83.37435061	-0.535155827	876.9283214
0.684210526	-81.92725453	-0.481227519	844.4064159
0.684210526	-81.05104503	-0.427296965	805.3086189
0.684210526	-80.31715134	-0.37846612	773.2943571
0.684210526	-79.68808785	-0.342553701	743.8923621
0.684210526	-79.89881759	-0.329070951	739.7783496
0.684210526	-79.38140824	-0.278608156	714.9578743
0.684210526	-78.65378453	-0.232681925	693.1956917
0.684210526	-78.47041704	-0.220715107	687.4903248
0.684210526	-77.78840826	-0.180923184	667.1757935
0.684210526	-77.13415263	-0.136121396	647.8943081
0.684210526	-76.31816813	-0.090382878	637.5312869
0.684210526	-75.44826507	-0.044242661	638.125008
0.684210526	-72.37746724	0.049404856	632.3821435
0.684210526	-67.70430466	0.267737345	678.6308432
0.684210526	-67.10231169	0.298502653	684.9933221
0.684210526	-62.81957009	0.39805961	750.3460255
0.684210526	-55.2706653	0.496956988	851.4123839
0.684210526	-45.42750733	0.59174546	984.2617735
0.684210526	-30.60021976	0.685756379	1166.465687
0.684210526	-23.47192354	0.723284106	1260.293239
0.684210526	-18.12638349	0.753239011	1341.897713
0.684210526	-11.12599637	0.791293371	1518.847778
0.684210526	10.12555123	0.86594556	1627.021588
0.684210526	20.1630719	0.894658518	1486.268933
0.684210526	30.01975083	0.916482715	1425.462988
0.684210526	40.30421671	0.93618937	1372.980609
0.684210526	49.99159075	0.952998786	1312.688498
0.684210526	59.85102806	0.971970305	1256.595718
0.684210526	62.44951031	0.99106946	1279.354494
0.684210526	65.0140081	0.992419858	1254.984325
0.684210526	67.62417614	0.993209757	1213.917229
0.684210526	70.11244288	0.991580503	1178.451067
0.684210526	72.40746677	0.989354803	1143.697614
0.684210526	75.05393977	0.987396923	1107.988116
0.684210526	77.42256285	0.98780902	1080.271937
0.684210526	79.05607798	0.989578209	1061.495369
0.684210526	80.55242668	0.988615026	1042.192607
0.684210526	82.03892428	0.988744035	1025.809057
0.684210526	83.54054447	0.987970438	1007.222802
0.684210526	85.05667044	0.988283153	988.3670833
0.684210526	86.4356357	0.987646455	971.1698152
0.684210526	87.99909187	0.987410837	951.5600206
0.684210526	89.41492157	0.986422246	935.1171475
0.684210526	90.9824606	0.986127513	913.5979097
0.684210526	92.52894061	0.984037755	889.9805271
0.684210526	94.98095391	0.980203882	849.7451554
0.684210526	97.48297842	0.977197223	806.9443527
0.684210526	99.88999983	0.97539164	772.0251367
0.684210526	102.3186378	0.971288398	734.0807106
0.684210526	104.8914531	0.974209401	705.9270968
0.684210526	107.5319053	0.973360394	663.9186683
0.684210526	110.0492456	0.971244569	621.2136314
0.684210526	112.6206047	0.918999422	428.6022078
0.684210526	114.9693416	0.863200541	255.1915168
0.684210526	115.4879609	0.725369778	-16.69024003
0.684210526	115.5713174	0.519403056	-324.9316122
0.684210526	112.6421666	0.302129335	-518.225775
0.684210526	108.5560053	0.154871034	-862.0592751
0.684210526	106.9509766	-0.017407288	-660.9378093
0.684210526	106.6885251	-0.029223658	-687.0698745
0.684210526	106.283142	-0.046220756	-712.5551
0.684210526	105.6581328	-0.069721065	-741.0618937
0.684210526	104.8809411	-0.101330901	-781.2757947
0.684210526	104.1176813	-0.129910316	-817.4562807
0.684210526	103.5341815	-0.150613483	-845.2489964
0.684210526	103.1189681	-0.17549368	-888.4499343
0.684210526	103.1496536	-0.190142211	-922.1599619
0.684210526	103.5887376	-0.21260663	-982.4601575
0.684210526	103.8852284	-0.22312364	-1015.695706
0.631578947	-104.1359917	-1.415719832	1523.228302
0.631578947	-102.890453	-1.386731866	1488.264112
0.631578947	-97.51158176	-1.259277986	1366.907713
0.631578947	-93.96667331	-1.157757805	1281.055042
0.631578947	-91.08564179	-1.066118415	1206.482417
0.631578947	-88.42416682	-0.985766932	1145.093496
0.631578947	-85.91046531	-0.90444659	1076.5896
0.631578947	-83.8760272	-0.839673213	1018.094859
0.631578947	-81.68251819	-0.769619765	955.8679678
0.631578947	-80.35301521	-0.724325933	909.9621621
0.631578947	-79.75764739	-0.702420054	896.5228767
0.631578947	-80.09672088	-0.64471869	877.6413465
0.631578947	-79.65269314	-0.610756955	859.7456966
0.631578947	-84.45168737	-0.673315135	949.7217051
0.631578947	-84.33593924	-0.640050683	935.3603436
0.631578947	-83.6774651	-0.586756709	901.4937628
0.631578947	-83.53904607	-0.541207346	890.1065378
0.631578947	-81.71709065	-0.48174545	839.29556
0.631578947	-80.80577184	-0.428798074	801.2349207
0.631578947	-80.08160483	-0.376486868	769.1823853
0.631578947	-79.76670686	-0.329287995	738.3421987
0.631578947	-79.25042026	-0.281620829	713.1380297
0.631578947	-78.43965679	-0.229453133	686.7232763
0.631578947	-77.74954889	-0.186400221	666.3818037
0.631578947	-77.01806855	-0.133934007	641.9912513
0.631578947	-76.28201547	-0.090232522	633.0023163
0.631578947	-75.32497862	-0.04388926	634.6134024
0.631578947	-71.78339976	0.059234156	631.1390468
0.631578947	-68.27462958	0.218481867	671.0767962
0.631578947	-66.88540366	0.301160176	681.9615528
0.631578947	-55.16913192	0.491120809	852.9337713
0.631578947	-44.71476034	0.585125448	991.3611428
0.631578947	-37.43762912	0.635251764	1085.184089
0.631578947	-30.98132418	0.667110134	1156.376808
0.631578947	-25.19581495	0.690888497	1225.461716
0.631578947	-17.49167879	0.729301416	1337.047637
0.631578947	-10.22134552	0.765842574	1523.167479
0.631578947	10.17184104	0.831345451	1592.492968
0.631578947	20.00567437	0.858228532	1460.958048
0.631578947	30.0776443	0.877739496	1397.606891
0.631578947	40.17881564	0.891498695	1333.974395
0.631578947	49.89990892	0.906764848	1271.609179
0.631578947	59.81654221	0.922836349	1210.737671
0.631578947	62.4642066	0.941324667	1231.173187
0.631578947	65.06511888	0.942519524	1212.384642
0.631578947	67.59835935	0.946006891	1181.835624
0.631578947	70.02512492	0.943535103	1145.542926
0.631578947	72.40320879	0.941651389	1112.510003
0.631578947	75.05395222	0.938505443	1075.501522
0.631578947	77.55218176	0.940343422	1046.955181
0.631578947	79.05400368	0.939600689	1027.344817
0.631578947	80.38606626	0.938626042	1009.28561
0.631578947	81.90423802	0.936697067	989.2276622
0.631578947	83.54167328	0.935758136	966.3895813
0.631578947	84.95187115	0.934764296	947.8013308
0.631578947	86.4729935	0.932057516	924.8946056
0.631578947	87.98124679	0.93027794	899.7171599
0.631578947	89.50650299	0.926559965	872.7141249
0.631578947	90.95285628	0.923172584	845.9175102
0.631578947	92.4925911	0.92038571	820.860035
0.631578947	94.93177801	0.91685832	783.564849
0.631578947	97.70236111	0.914925775	746.6824531
0.631578947	99.88539223	0.914613022	720.5822505
0.631578947	102.3967791	0.912949932	685.2273606
0.631578947	104.798747	0.910393351	646.8456055
0.631578947	107.5438193	0.906657066	601.7948325
0.631578947	109.8691317	0.906772745	566.4820075
0.631578947	111.3262976	0.831401908	325.5880381
0.631578947	112.0852621	0.807387686	260.6746221
0.631578947	111.9493788	0.77154511	180.2605596
0.631578947	111.5310616	0.73694201	126.1757704
0.631578947	111.8666275	0.711467827	70.04879839
0.631578947	112.0968189	0.693787222	39.79811928
0.631578947	112.3860167	0.668904246	-9.031429859
0.631578947	112.9662617	0.554786177	-186.5944599
0.631578947	112.5976274	0.466277488	-308.570427
0.631578947	111.1958087	0.340407263	-425.2682217
0.631578947	105.0300565	-0.021044211	-630.1088356
0.631578947	104.7680548	-0.030962239	-646.769956
0.631578947	103.6723038	-0.069348836	-695.1289529
0.631578947	102.7904728	-0.101606846	-734.816463
0.631578947	102.1664271	-0.126809738	-768.6207627
0.631578947	101.3724379	-0.16882574	-839.0599934
0.631578947	101.7220892	-0.193200109	-898.0662001
0.631578947	102.3424861	-0.213232446	-959.5245498
0.631578947	102.7725115	-0.223996176	-994.180148
0.578947368	-104.4834001	-1.418779618	1538.044461
0.578947368	-103.282063	-1.391446399	1502.9473
0.578947368	-97.78704218	-1.263586355	1376.314433
0.578947368	-94.42003676	-1.166125684	1293.26226
0.578947368	-91.431291	-1.074435096	1215.402258
0.578947368	-88.66759895	-0.989072029	1149.353504
0.578947368	-86.14015085	-0.910646787	1080.936212
0.578947368	-83.79115998	-0.836241866	1016.08044
0.578947368	-81.72794813	-0.770211133	956.9408957
0.578947368	-80.93877244	-0.742291579	927.2519539
0.578947368	-79.78242533	-0.70373242	896.3325655
0.578947368	-79.16186281	-0.676783542	867.6805642
0.578947368	-79.4003347435	-0.632319599	853.445456808
0.578947368	-79.65516447	-0.618109759	850.2410771
0.578947368	-84.20154006	-0.676594163	938.0824426
0.578947368	-84.17165453	-0.64118122	936.2779384
0.578947368	-83.65258143	-0.591015983	904.276769
0.578947368	-83.18809298	-0.532161976	885.0924058
0.578947368	-81.64389795	-0.483301256	842.8316038
0.578947368	-80.6719989	-0.427434342	800.5783845
0.578947368	-79.97462045	-0.37458183	767.0268738
0.578947368	-79.57611088	-0.325928514	737.38093
0.578947368	-79.0392518	-0.274652735	707.8209076
0.578947368	-78.30700546	-0.227330795	683.6160086
0.578947368	-77.60774386	-0.183499053	660.3618188
0.578947368	-76.93791732	-0.133788999	639.8581297
0.578947368	-76.18332549	-0.089398927	628.3259014
0.578947368	-75.17655385	-0.044240187	630.2745215
0.578947368	-71.45864671	0.064972957	628.7823907
0.578947368	-67.02583917	0.291607254	675.8903746
0.578947368	-62.61547252	0.390899417	747.740708
0.578947368	-56.16531206	0.471452075	838.4657985
0.578947368	-47.68856084	0.546772086	945.4154555
0.578947368	-41.02434478	0.594650225	1035.138662
0.578947368	-29.57465476	0.65181416	1160.289471
0.578947368	-19.53449125	0.689426965	1282.774472
0.578947368	-9.992804819	0.736430357	1503.929124
0.578947368	9.919811652	0.793970411	1563.636303
0.578947368	20.01080153	0.817553588	1422.70007
0.578947368	30.09260704	0.835937961	1362.577891
0.578947368	39.81529889	0.843225999	1287.208198
0.578947368	50.1892732	0.858388897	1221.389607
0.578947368	59.9419116	0.870655828	1158.958119
0.578947368	62.67650173	0.892544138	1179.282654
0.578947368	64.85160502	0.896408809	1170.344288
0.578947368	67.57615315	0.893035767	1131.929379
0.578947368	69.98392999	0.890456028	1097.711433
0.578947368	72.3803433	0.888073468	1064.02063
0.578947368	74.95679089	0.886924017	1029.81913
0.578947368	77.45559781	0.886418931	992.6876169
0.578947368	79.03119501	0.883822827	971.6643304
0.578947368	80.7095639	0.883272508	949.8696883
0.578947368	81.86480176	0.881347486	930.6926766
0.578947368	83.48758348	0.876871627	901.8915856
0.578947368	85.24484897	0.870574579	867.3190835
0.578947368	86.37485434	0.866469874	844.0670004
0.578947368	87.74983617	0.863643676	821.6371407
0.578947368	88.99774428	0.860807308	801.3135337
0.578947368	89.72839204	0.85853347	785.4760014
0.578947368	91.00634025	0.858474456	770.9940971
0.578947368	92.43859169	0.856239302	754.5649054
0.578947368	94.97640905	0.854277871	718.7307665
0.578947368	97.6324074	0.851016246	681.3510319
0.578947368	100.1098147	0.848134879	647.5970172
0.578947368	102.4648915	0.845050095	611.7524377
0.578947368	104.8038213	0.844312425	576.4572611
0.578947368	107.5295814	0.793675851	387.6939845
0.578947368	109.2973333	0.615440966	5.644700569
0.578947368	109.9612628	0.527771494	-137.9280113
0.578947368	109.9337677	0.46491047	-225.9246366
0.578947368	109.7032803	0.396980087	-307.4786796
0.578947368	108.1041246	0.264611649	-428.6128605
0.578947368	103.1340294	-0.014979131	-558.0759537
0.578947368	103.0420201	-0.019616973	-572.7606394
0.578947368	102.6755476	-0.032436847	-597.1235845
0.578947368	102.0923455	-0.049251372	-618.7168458
0.578947368	101.350201	-0.073975964	-648.9506563
0.578947368	100.7785077	-0.099101582	-684.3958748
0.578947368	100.0491149	-0.129972234	-728.4583935
0.578947368	99.81972171	-0.14484633	-752.7652501
0.578947368	100.2079063	-0.179376583	-834.4631194
0.578947368	101.3846602	-0.211566397	-932.7892196
0.578947368	102.0276629	-0.225309952	-979.2495598
0.526315789	-104.4479734	-1.409229604	1551.708991
0.526315789	-98.55848319	-1.271234889	1387.892783
0.526315789	-94.68468636	-1.170190108	1302.895913
0.526315789	-91.85359246	-1.081954345	1225.31085
0.526315789	-88.68625259	-0.988743597	1148.092377
0.526315789	-86.1985181	-0.909503952	1079.014924
0.526315789	-83.89068465	-0.835660511	1014.270146
0.526315789	-81.88708917	-0.770090199	954.9330592
0.526315789	-79.82915994	-0.699967545	889.6124304
0.526315789	-79.05340183	-0.671552861	870.3999153
0.526315789	-78.32390431	-0.640284864	834.802294
0.526315789	-79.24692478	-0.602366516	842.3704482
0.526315789	-83.30984712	-0.579933512	891.6560021
0.526315789	-81.91961226	-0.49775857	847.9478263
0.526315789	-80.87822887	-0.456645543	814.1479108
0.526315789	-80.36354655	-0.425990111	791.0535148
0.526315789	-79.77798543	-0.371659547	757.8020588
0.526315789	-79.4377005	-0.328977367	732.5666448
0.526315789	-79.00698861	-0.279278176	704.4653138
0.526315789	-78.45833796	-0.239750479	685.9246552
0.526315789	-78.03213985	-0.21479078	673.8523466
0.526315789	-77.49832486	-0.183962896	657.5837318
0.526315789	-76.71661504	-0.137858143	637.0292941
0.526315789	-75.92650995	-0.090083226	622.868324
0.526315789	-75.0096872	-0.045569811	623.223191
0.526315789	-71.41813155	0.058229148	621.6119432
0.526315789	-68.57555684	0.154214569	652.5272929
0.526315789	-67.17837108	0.273622474	666.8373902
0.526315789	-64.70849035	0.35513477	707.8790183
0.526315789	-59.79450253	0.415289473	785.4910235
0.526315789	-52.49851335	0.491952708	877.9381049
0.526315789	-44.87639187	0.55109397	975.754719
0.526315789	-36.96621281	0.593611279	1069.320304
0.526315789	-28.90869786	0.628116758	1152.921579
0.526315789	-20.14374076	0.657242656	1248.729091
0.526315789	-9.979017731	0.703559236	1472.258806
0.526315789	10.01419359	0.752200634	1512.516478
0.526315789	20.11618491	0.77270621	1372.621205
0.526315789	29.85535274	0.790491437	1317.219527
0.526315789	39.91007963	0.792532726	1235.260739
0.526315789	50.21275222	0.803757029	1164.981672
0.526315789	59.72971319	0.814075414	1101.940789
0.526315789	62.65969856	0.830211527	1108.897086
0.526315789	65.00943642	0.836883942	1099.056125
0.526315789	67.4607252	0.83645984	1078.041723
0.526315789	70.02896165	0.831289225	1040.93009
0.526315789	72.53964335	0.826662831	999.8545494
0.526315789	74.96608287	0.822861778	961.9545865
0.526315789	77.52407553	0.815730567	915.0379912
0.526315789	79.06344985	0.811435589	883.2417621
0.526315789	80.45698559	0.807996709	857.3606159
0.526315789	81.99801977	0.807925206	835.1268673
0.526315789	83.52243342	0.801703247	805.3182346
0.526315789	84.99572277	0.801376207	786.8481035
0.526315789	86.57971729	0.798934282	764.0677254
0.526315789	88.09362313	0.795545323	742.1805708
0.526315789	89.42878637	0.793144534	721.775154
0.526315789	91.06327667	0.790932191	698.253998
0.526315789	92.51260636	0.788141576	676.7637832
0.526315789	95.09531671	0.784642274	640.9342811
0.526315789	97.42885517	0.781646807	612.3582024
0.526315789	100.0431878	0.779204626	580.1470725
0.526315789	102.3838608	0.775780807	546.9906002
0.526315789	104.071817	0.661454222	219.4350576
0.526315789	106.0020017	0.577233293	42.20768778
0.526315789	106.3512287	0.556767639	2.009006079
0.526315789	106.8668727	0.506897201	-81.84323092
0.526315789	107.0131091	0.482277158	-116.310544
0.526315789	107.2924619	0.434132219	-186.4582092
0.526315789	106.2802201	0.274633419	-362.3809944
0.526315789	100.7074045	-0.013055983	-508.5953431
0.526315789	100.1326947	-0.029473124	-541.8702597
0.526315789	99.48374573	-0.047753571	-565.6153743
0.526315789	98.67945048	-0.07978268	-606.5951409
0.526315789	98.16382406	-0.103223294	-640.98906
0.526315789	97.950812	-0.119979343	-668.0033025
0.526315789	97.91384441	-0.143533616	-714.7958626
0.526315789	98.26030615	-0.160191482	-756.0682875
0.526315789	98.64362851	-0.17198731	-789.3087846
0.526315789	99.13989574	-0.184121065	-824.3087608
0.526315789	100.1046875	-0.204150529	-892.1671022
0.526315789	100.9883695	-0.220207417	-946.2999784
0.473684211	-105.4991921	-1.408065209	1573.453665
0.473684211	-101.3481637	-1.316437353	1465.739973
0.473684211	-96.71383652	-1.199552378	1348.069866
0.473684211	-93.55271613	-1.099076997	1274.82336
0.473684211	-90.36700044	-1.008366732	1189.68701
0.473684211	-87.48294034	-0.924798216	1111.419417
0.473684211	-84.87234955	-0.847000253	1038.059529
0.473684211	-82.51320956	-0.777536928	970.2698631
0.473684211	-80.5201694	-0.708976248	906.5837089
0.473684211	-78.84527952	-0.648405347	847.9187063
0.473684211	-83.51080464	-0.656073324	922.4726219
0.473684211	-83.25055033	-0.633241723	907.5939399
0.473684211	-83.34953847	-0.590485638	895.3127718
0.473684211	-82.93797037	-0.530815527	872.2793358
0.473684211	-81.14419932	-0.476289972	824.951672
0.473684211	-80.13406354	-0.425226706	786.1625739
0.473684211	-79.31809871	-0.370523096	750.7630665
0.473684211	-79.1946597	-0.325669001	726.5590952
0.473684211	-78.87068914	-0.278543188	702.2913297
0.473684211	-78.16910409	-0.229444898	678.6302049
0.473684211	-77.84812886	-0.210713521	669.058531
0.473684211	-77.30860632	-0.179519132	653.621087
0.473684211	-76.58290371	-0.137259316	632.1503441
0.473684211	-75.66647011	-0.087088002	619.8133646
0.473684211	-74.61640879	-0.037535943	619.7483461
0.473684211	-71.09171346	0.062409485	617.6213764
0.473684211	-69.19921857	0.122871728	637.2484621
0.473684211	-67.65224355	0.224451308	659.5550459
0.473684211	-64.83314552	0.345902561	700.8068517
0.473684211	-60.13886037	0.400578117	775.4503899
0.473684211	-51.97706191	0.480515125	877.2176797
0.473684211	-45.2932335	0.528567423	960.4676408
0.473684211	-37.37469877	0.566597146	1049.965077
0.473684211	-26.77026052	0.606493323	1149.048297
0.473684211	-19.82677491	0.625913171	1216.485724
0.473684211	-9.830776609	0.668430146	1434.291355
0.473684211	10.03186308	0.710536787	1459.941344
0.473684211	19.90498765	0.727094388	1321.820606
0.473684211	29.93796507	0.74111132	1259.709551
0.473684211	40.11464081	0.745656131	1181.558216
0.473684211	49.89251449	0.751216417	1110.279657
0.473684211	59.69607444	0.760113328	1040.737512
0.473684211	62.5048659	0.775218118	1044.03329
0.473684211	65.13460727	0.776377222	1026.139635
0.473684211	67.54988532	0.778236129	1010.738538
0.473684211	70.09106465	0.773087489	971.7687079
0.473684211	72.57235161	0.766753532	919.901656
0.473684211	74.94727911	0.756479289	871.7073667
0.473684211	77.59576312	0.750770256	824.2338597
0.473684211	79.05360059	0.74815455	802.5622348
0.473684211	80.5959272	0.745086965	779.3687295
0.473684211	81.98252492	0.744054626	759.203614
0.473684211	82.9793331	0.741083133	744.4010692
0.473684211	83.51919182	0.739705193	736.4150923
0.473684211	84.91190125	0.73804465	714.9807712
0.473684211	86.4228543	0.734190138	692.4512184
0.473684211	88.08075078	0.730245225	667.3211526
0.473684211	89.64756137	0.727968951	646.2291059
0.473684211	90.95890021	0.726915266	629.2279899
0.473684211	92.57104872	0.724180227	609.5672065
0.473684211	95.07871837	0.720549133	579.2753666
0.473684211	97.49541059	0.717907575	550.9963744
0.473684211	100.0932942	0.714471422	513.82988
0.473684211	102.4087059	0.56210945	112.0402681
0.473684211	103.5631173	0.509451517	9.001160368
0.473684211	104.2978458	0.451835359	-85.0460524
0.473684211	104.5528551	0.405708309	-151.4322775
0.473684211	104.5061459	0.302026	-279.2318318
0.473684211	98.1203474	-0.01294415	-464.9878847
0.473684211	97.47458923	-0.028557596	-492.2634423
0.473684211	97.02077818	-0.042809344	-510.6207155
0.473684211	96.43114413	-0.067164262	-541.9944951
0.473684211	96.05152204	-0.086816096	-570.9703249
0.473684211	95.87402257	-0.102158347	-597.6084713
0.473684211	95.92255358	-0.12439357	-641.0453141
0.473684211	96.39317414	-0.145180915	-691.6914367
0.473684211	96.64264598	-0.153245765	-713.3947751
0.473684211	97.56236836	-0.174011421	-775.2823181
0.473684211	98.072657	-0.182978289	-806.059922
0.473684211	99.06140713	-0.200302534	-866.977791
0.473684211	99.90200951	-0.214124063	-914.9222995
0.473684211	100.7249829	-0.226374334	-960.2315156
0.421052632	-104.241963945	-1.265021817	1605.27060529
0.421052632	-97.0536023441	-1.11604784377	1395.3566444
0.421052632	-91.8482374949	-0.997519370491	1249.47589928
0.421052632	-87.9630055764	-0.898211730718	1134.04497543
0.421052632	-85.2770811972	-0.813439784253	1046.6415844
0.421052632	-82.724614667	-0.737224647951	966.604696727
0.421052632	-80.3962863178	-0.670993006817	890.740348218
0.421052632	-84.3082685551	-0.676433889324	930.02770215
0.421052632	-83.5414403204	-0.637687789	908.189148375
0.421052632	-82.75709091	-0.536342896	870.6160154
0.421052632	-80.82057399	-0.476051214	820.2935059
0.421052632	-79.69621258	-0.423388242	779.3447265
0.421052632	-79.09935286	-0.373623222	746.7091459
0.421052632	-78.59289012	-0.329384191	721.7016125
0.421052632	-78.62629287	-0.275462106	694.9664517
0.421052632	-78.10351704	-0.232141194	676.8611389
0.421052632	-77.41490576	-0.188666728	656.0341377
0.421052632	-76.57364688	-0.13380223	628.1343965
0.421052632	-75.69365663	-0.088467803	614.3677166
0.421052632	-74.57513388	-0.043173209	614.180754
0.421052632	-70.85836144	0.057630242	610.8097246
0.421052632	-68.78435604	0.127198724	632.8407399
0.421052632	-67.52934774	0.215708322	652.3252641
0.421052632	-60.95536433	0.382445242	758.9994335
0.421052632	-53.65335614	0.44741325	846.7372681
0.421052632	-44.70977686	0.505958221	950.947475
0.421052632	-37.21600084	0.536024388	1028.086295
0.421052632	-29.39198021	0.564543403	1095.58564
0.421052632	-21.26617637	0.587238683	1161.645692
0.421052632	-9.86878331	0.628374462	1377.801998
0.421052632	10.10751115	0.666026806	1391.643505
0.421052632	20.09961082	0.679524998	1258.070517
0.421052632	29.89170153	0.688545301	1186.116439
0.421052632	40.05419137	0.694288732	1120.094338
0.421052632	49.91002991	0.696225595	1042.558916
0.421052632	59.91925089	0.701161327	967.7382081
0.421052632	62.48174072	0.710783534	967.4026332
0.421052632	65.04741843	0.709642806	941.9767569
0.421052632	67.54576295	0.70382573	907.7425216
0.421052632	70.0563482	0.696183743	861.0709822
0.421052632	72.4425311	0.687570829	817.0886907
0.421052632	74.9921151	0.681213211	773.3609602
0.421052632	77.42475765	0.675467436	734.287915
0.421052632	78.99742743	0.672805418	711.7200495
0.421052632	80.49178575	0.668549431	689.6104332
0.421052632	82.00205549	0.672466554	674.2552426
0.421052632	83.44465627	0.668308931	653.3762268
0.421052632	85.1532792	0.665161089	629.7951253
0.421052632	86.66104866	0.661886325	610.1801545
0.421052632	87.79008937	0.660281331	596.2051061
0.421052632	89.7127129	0.656749024	571.5246879
0.421052632	91.21307252	0.654178725	551.4583587
0.421052632	92.4342195	0.652559208	535.9429967
0.421052632	94.75756742	0.648293494	505.6890469
0.421052632	97.59250175	0.643488394	468.8176232
0.421052632	98.46579113	0.533149056	161.2541834
0.421052632	100.2602713	0.479185451	46.42615457
0.421052632	100.7154118	0.458230363	8.458422228
0.421052632	101.7754512	0.382746182	-109.8038705
0.421052632	102.0668373	0.321655758	-189.6584493
0.421052632	100.2542404	0.114589056	-389.4058878
0.421052632	95.34361748	-0.018123145	-433.6426267
0.421052632	94.5610399	-0.040945884	-463.1698227
0.421052632	94.25181331	-0.050956474	-476.9087319
0.421052632	93.82932999	-0.076427225	-515.2707781
0.421052632	93.80320687	-0.102742004	-565.2668236
0.421052632	94.22778124	-0.124984115	-617.1755857
0.421052632	94.4629221	-0.132588664	-636.6934868
0.421052632	95.26348196	-0.151877445	-692.9104413
0.421052632	96.01061847	-0.166158563	-737.7071035
0.421052632	96.87387549	-0.18092212	-786.4491377
0.421052632	97.94941015	-0.196427121	-842.5324872
0.421052632	98.93712739	-0.209713651	-892.3644046
0.421052632	100.0951753	-0.225315526	-949.8897176
0.368421053	-104.7325445	-1.230462694	1608.342349
0.368421053	-97.24934887	-1.085870416	1392.501538
0.368421053	-92.19893279	-0.976097274	1246.431331
0.368421053	-88.52645013	-0.884078484	1136.63774
0.368421053	-85.33272077	-0.799575709	1043.289411
0.368421053	-82.755659045	-0.726812429	963.570122786
0.368421053	-80.50772603	-0.659651052	890.2783077
0.368421053	-85.17103359	-0.670548932	958.0975483
0.368421053	-84.15290063	-0.638003831	923.7015077
0.368421053	-82.59331305	-0.583098815	871.6294033
0.368421053	-82.0832293168	-0.52660083	852.905598654
0.368421053	-80.19994984	-0.472783531	806.5720161
0.368421053	-78.85327028	-0.414731691	760.1183131
0.368421053	-78.09291478	-0.368920707	733.1440486
0.368421053	-78.08349335	-0.322162068	708.4586074
0.368421053	-78.31837554	-0.273496324	687.0056442
0.368421053	-77.83464293	-0.230272254	667.5349819
0.368421053	-77.11608081	-0.18241263	647.5742898
0.368421053	-76.44746949	-0.134284569	626.7974787
0.368421053	-75.44623211	-0.089430324	609.2455735
0.368421053	-74.19059458	-0.042945508	609.3678712
0.368421053	-70.24047448	0.064350744	607.2637604
0.368421053	-68.20633725	0.13628356	628.7084324
0.368421053	-66.61643436	0.26435401	651.3145982
0.368421053	-62.03208208	0.359834404	736.134789
0.368421053	-54.60815058	0.41288716	817.8718403
0.368421053	-46.26407561	0.467337952	909.3813862
0.368421053	-36.63458642	0.504126328	1000.726777
0.368421053	-26.32852814	0.536958543	1078.302405
0.368421053	-20.89057184	0.551179779	1119.098176
0.368421053	-9.770604891	0.58339904	1312.133337
0.368421053	10.24600103	0.615336101	1310.947669
0.368421053	20.30053696	0.625094939	1179.260817
0.368421053	29.74690811	0.631543044	1107.646839
0.368421053	40.1524984	0.637508543	1041.982136
0.368421053	50.06214845	0.635814683	962.8152008
0.368421053	60.17300866	0.63891266	884.8766867
0.368421053	62.51635842	0.642256376	871.3072121
0.368421053	65.09431132	0.635848313	831.170032
0.368421053	67.55716518	0.630188294	800.5782945
0.368421053	70.03184942	0.622564615	759.7196438
0.368421053	72.47240101	0.615442003	718.922378
0.368421053	75.20615449	0.608347151	676.6717634
0.368421053	77.45980615	0.603382349	644.0535816
0.368421053	79.03206486	0.599750458	621.7199531
0.368421053	80.70679746	0.595940085	599.1613438
0.368421053	82.09335062	0.596412629	584.6167209
0.368421053	83.60759347	0.592726416	565.6900416
0.368421053	85.1296972	0.589613122	543.3053589
0.368421053	86.52909649	0.585772242	523.8628192
0.368421053	88.04838471	0.582435511	503.4456293
0.368421053	89.87140202	0.579324371	480.2940147
0.368421053	91.12554288	0.57673674	464.7080654
0.368421053	92.55534635	0.56676663	426.185015
0.368421053	94.88525316	0.487177574	176.7193501
0.368421053	97.77314404	0.414316279	17.75375199
0.368421053	98.04176865	0.403122553	-0.777596679
0.368421053	99.45573119	0.301928197	-150.9523631
0.368421053	98.56532318	0.13220517	-332.0690372
0.368421053	93.07515148	-0.015364895	-391.8880471
0.368421053	92.67904402	-0.024560481	-404.3562308
0.368421053	92.42003682	-0.03366267	-416.4732665
0.368421053	91.92552088	-0.051338473	-440.376513
0.368421053	91.71590775	-0.068366249	-467.8452949
0.368421053	91.78514932	-0.095236738	-522.352219
0.368421053	92.37184622	-0.118734901	-580.8661286
0.368421053	92.97286854	-0.133949827	-623.8263248
